timestamp,sensor_id,sensor_type,sensor_label,sensor_units,sample_name,sensor_value
2025-08-09T00:11:59.026717+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.375
2025-08-09T00:11:59.026767+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:01.746751+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.375
2025-08-09T00:12:01.746799+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:04.466692+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.375
2025-08-09T00:12:04.466742+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:07.187261+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.375
2025-08-09T00:12:07.187310+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:09.906699+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.437
2025-08-09T00:12:09.906754+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:12.627119+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.437
2025-08-09T00:12:12.627205+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:15.346801+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.562
2025-08-09T00:12:15.346853+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:18.066671+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,26.812
2025-08-09T00:12:18.066719+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:20.786722+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,27.125
2025-08-09T00:12:20.786774+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:23.506721+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,27.5
2025-08-09T00:12:23.506774+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:26.226731+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,27.875
2025-08-09T00:12:26.226782+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:28.946709+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,28.187
2025-08-09T00:12:28.946754+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:31.666681+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,28.562
2025-08-09T00:12:31.666731+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:34.386762+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,28.937
2025-08-09T00:12:34.386815+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:12:37.106721+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,29.375
2025-08-09T00:12:37.106768+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:39.826685+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,29.687
2025-08-09T00:12:39.826736+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:42.546776+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,29.875
2025-08-09T00:12:42.546823+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:45.266688+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.187
2025-08-09T00:12:45.266739+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:47.987349+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.437
2025-08-09T00:12:47.987439+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:50.706765+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.5
2025-08-09T00:12:50.706815+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:53.426763+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.5
2025-08-09T00:12:53.426817+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:56.146709+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.5
2025-08-09T00:12:56.146760+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:12:58.867038+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.5
2025-08-09T00:12:58.867114+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:13:01.586680+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.437
2025-08-09T00:13:01.586728+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:13:04.307309+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.375
2025-08-09T00:13:04.307360+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,32.0
2025-08-09T00:13:07.027390+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.375
2025-08-09T00:13:07.027444+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:13:09.746679+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.562
2025-08-09T00:13:09.746731+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:13:12.467275+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,30.875
2025-08-09T00:13:12.467324+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:13:15.186687+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,31.187
2025-08-09T00:13:15.186737+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:13:17.906711+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,31.5
2025-08-09T00:13:17.906764+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.5
2025-08-09T00:13:20.626765+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,31.812
2025-08-09T00:13:20.626817+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.0
2025-08-09T00:13:23.347076+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,32.0
2025-08-09T00:13:23.347163+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.0
2025-08-09T00:13:26.066764+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,32.312
2025-08-09T00:13:26.066817+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.0
2025-08-09T00:13:28.786713+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,32.625
2025-08-09T00:13:28.786763+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,31.0
2025-08-09T00:13:31.506692+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,32.937
2025-08-09T00:13:31.506743+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,30.5
2025-08-09T00:13:34.226721+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,33.25
2025-08-09T00:13:34.226768+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,30.5
2025-08-09T00:13:36.946758+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,33.375
2025-08-09T00:13:36.946822+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,30.5
2025-08-09T00:13:39.667213+00:00,28-000008ae0bbd,temperature,Temp #1,°C,HDPE-testtest,33.375
2025-08-09T00:13:39.667267+00:00,28-000008ae5436,temperature,Temp #2,°C,PHA-testtest,30.5
